epochMillis,id,key,value
1684333667000,140851446,"highway","turning_circle"
1389348312000,140851481,"highway","turning_circle"
1684853907000,140851517,"highway","turning_circle"
1727373123000,140851541,"crossing","unmarked"
1727373123000,140851541,"crossing:markings","no"
1727373123000,140851541,"highway","crossing"
1729703776000,140851557,"highway","turning_circle"
1516841049000,140851594,"highway","turning_circle"
1591581211000,140851611,"barrier","gate"
1726173643000,140851618,"highway","turning_circle"
1726173643000,140851633,"highway","turning_circle"
1726233351000,140851668,"highway","turning_circle"
1435166241000,140851679,"highway","turning_circle"
1662279907000,140851718,"barrier","gate"
1343284788000,140851853,"highway","turning_circle"
1726846392000,140851856,"highway","turning_circle"
1727987226000,140852001,"highway","turning_circle"
1654613603000,140852027,"highway","turning_circle"
1615278711000,140852029,"highway","turning_circle"
1729522429000,140852135,"highway","turning_circle"
1727196991000,140852147,"highway","turning_circle"
1704744225000,140852184,"highway","turning_loop"
1704744225000,140852184,"junction","roundabout"
1483554610000,140852205,"junction","roundabout"
1717097417000,140852463,"highway","traffic_signals"
1717097417000,140852463,"source","Bing"
1717097417000,140852463,"traffic_signals","traffic_lights"
1717097417000,140852466,"highway","traffic_signals"
1717097417000,140852466,"source","Bing"
1717097417000,140852466,"traffic_signals","traffic_lights"
1419417326000,140852606,"highway","turning_circle"
1342793312000,140852619,"highway","traffic_signals"
1342793312000,140852619,"source","Bing"
1717097417000,140852622,"highway","traffic_signals"
1717097417000,140852622,"source","survey"
1717097417000,140852622,"traffic_signals","traffic_lights"
1351126631000,140852625,"highway","traffic_signals"
1351126631000,140852625,"source","Bing"
1446881069000,140852704,"highway","turning_circle"
1389517153000,140852717,"highway","turning_circle"
1343433574000,140852728,"highway","turning_circle"
1343433575000,140852741,"highway","turning_circle"
1343433575000,140852755,"highway","turning_circle"
1343433575000,140852767,"highway","turning_circle"
1343433575000,140852773,"highway","turning_circle"
1403290485000,140852999,"highway","traffic_signals"
1403290485000,140852999,"source","Bing"
1353811557000,140853065,"highway","traffic_signals"
1353811557000,140853065,"source","Bing"
1615863294000,140853157,"highway","turning_circle"
1344280294000,140853212,"highway","traffic_signals"
1344280294000,140853212,"source","Bing"
1726764541000,140853400,"highway","turning_circle"
1717097417000,140853403,"highway","traffic_signals"
1717097417000,140853403,"traffic_signals","traffic_lights"
1726152509000,140853436,"highway","traffic_signals"
1614531090000,140853493,"direction","backward"
1614531090000,140853493,"highway","stop"
1614531090000,140853493,"source","survey"
1428790726000,140853510,"highway","turning_circle"
1473363714000,140853525,"highway","turning_circle"
1704744225000,140853713,"highway","turning_loop"
1704744225000,140853726,"highway","turning_loop"
1343863526000,140853855,"highway","turning_circle"
1349295531000,140853912,"highway","traffic_signals"
1349295531000,140853912,"source","survey"
1419137040000,140854006,"traffic_calming","hump"
1704310620000,140854052,"highway","turning_circle"
1506398869000,140854054,"highway","turning_circle"
1253682383000,140854075,"highway","turning_circle"
1253682383000,140854075,"source","Yahoo"
1343342234000,140854139,"highway","turning_circle"
1365546842000,140854170,"traffic_calming","hump"
1389348312000,140854288,"highway","turning_circle"
1569563328000,140854310,"highway","turning_circle"
1504759512000,140854430,"highway","turning_circle"
1418827727000,140854458,"highway","turning_circle"
1341004003000,140854461,"highway","turning_circle"
1354350849000,140854490,"highway","turning_circle"
1354287331000,140854510,"highway","turning_circle"
1542091385000,140854543,"highway","turning_circle"
1542091385000,140854549,"highway","turning_circle"
1526663567000,140854658,"highway","turning_circle"
1363219379000,140854734,"highway","turning_circle"
1363219379000,140854737,"highway","turning_circle"
1342659940000,140854794,"highway","turning_circle"
1412368875000,140854974,"highway","turning_circle"
1602704468000,140855067,"traffic_calming","bump"
1681350421000,140855287,"highway","turning_circle"
1602638607000,140855300,"highway","turning_circle"
1602638607000,140855300,"source","Yahoo"
1731254942000,140855310,"highway","turning_circle"
1615392150000,140855345,"highway","turning_circle"
1615304383000,140855363,"highway","turning_circle"
1727457616000,140855373,"highway","turning_circle"
1695664299000,140855726,"highway","turning_circle"
1726599068000,140855736,"highway","turning_circle"
1726419827000,140855788,"highway","turning_circle"
1550146795000,140855813,"highway","turning_circle"
1363131318000,140855817,"highway","turning_circle"
1717097417000,140855938,"highway","traffic_signals"
1717097417000,140855938,"traffic_signals","traffic_lights"
1446717397000,140855942,"highway","traffic_signals"
1542589093000,140856062,"highway","turning_loop"
1343431595000,140856094,"highway","turning_circle"
1722110144000,140856111,"highway","turning_circle"
1727967221000,140856203,"highway","turning_circle"
1727967221000,140856203,"source","Yahoo"
1711616522000,140856339,"highway","turning_circle"
1727186440000,140856438,"highway","turning_circle"
1727186440000,140856438,"source","Yahoo"
1343427772000,140856560,"highway","turning_circle"
1730930489000,140856575,"highway","turning_circle"
1682703101000,140856772,"check_date","2023-04-28"
1682703101000,140856772,"direction","backward"
1682703101000,140856772,"highway","stop"
1682703101000,140856772,"source","survey"
1341970376000,140857016,"highway","turning_circle"
1615936117000,140857227,"highway","turning_circle"
1615936117000,140857227,"source","Yahoo"
1357032336000,140857342,"highway","turning_circle"
1360018474000,140857483,"highway","turning_circle"
1343970153000,140857652,"highway","turning_circle"
1343970153000,140857652,"source","Yahoo"
1382740127000,140857677,"highway","traffic_signals"
1382740127000,140857677,"source","survey"
1717097417000,140857994,"highway","traffic_signals"
1717097417000,140857994,"traffic_signals","traffic_lights"
1654300117000,140858214,"highway","turning_circle"
1371369932000,140858354,"highway","turning_circle"
1727376087000,140858359,"highway","turning_circle"
1418030543000,140858369,"highway","turning_circle"
1334683712000,140858378,"highway","turning_circle"
1338687973000,140858403,"highway","turning_circle"
1389348312000,140858482,"highway","turning_circle"
1343784007000,140858595,"highway","turning_circle"
1338241008000,140858833,"highway","traffic_signals"
1338241008000,140858833,"source","Bing"
1687885387000,140858835,"highway","traffic_signals"
1687885387000,140858835,"source","Bing"
1722002781000,140858863,"highway","turning_circle"
1722001820000,140858893,"highway","turning_circle"
1343009447000,140858948,"traffic_calming","hump"
1343009447000,140858949,"traffic_calming","hump"
1597417378000,140858957,"traffic_calming","hump"
1343009447000,140858963,"highway","turning_circle"
1353100210000,140859051,"highway","turning_circle"
1731253718000,140859095,"highway","turning_circle"
1690485632000,140859123,"highway","turning_circle"
1690485632000,140859125,"highway","turning_circle"
1722181274000,140859178,"highway","traffic_signals"
1722181274000,140859178,"source","survey"
1704744225000,140859456,"highway","turning_loop"
1704744225000,140859469,"highway","turning_loop"
1343950470000,140859487,"highway","turning_circle"
1724338243000,140859561,"highway","turning_circle"
1583099492000,140859573,"direction","backward"
1583099492000,140859573,"highway","stop"
1583099492000,140859573,"source","survey"
1419061614000,140859608,"highway","turning_circle"
1433450421000,140859764,"highway","turning_circle"
1365516340000,140859798,"highway","traffic_signals"
1732049208000,140859844,"highway","turning_circle"
1611827557000,140859848,"highway","turning_circle"
1726174859000,140859905,"crossing","unmarked"
1726174859000,140859905,"crossing:markings","no"
1726174859000,140859905,"highway","crossing"
1542589093000,140859980,"highway","turning_circle"
1701975973000,140859983,"highway","turning_circle"
1727977352000,140860004,"highway","turning_circle"
1727977352000,140860004,"source","Yahoo"
1727114617000,140860157,"highway","turning_circle"
1711040794000,140860241,"highway","turning_circle"
1731183606000,140860308,"highway","turning_circle"
1344111949000,140860317,"highway","turning_circle"
1477150437000,140860323,"noexit","yes"
1458867277000,140860363,"highway","turning_circle"
1606829686000,140860454,"highway","turning_circle"
1256782995000,140860601,"highway","turning_circle"
1256359637000,140860707,"highway","turning_circle"
1256359637000,140860707,"source","Yahoo"
1695748714000,140860716,"highway","turning_circle"
1542665960000,140860760,"highway","turning_circle"
1724415710000,140860807,"highway","turning_circle"
1343342234000,140860816,"highway","turning_circle"
1343959464000,140860839,"highway","turning_circle"
1675512187000,140860882,"highway","turning_circle"
1365550000000,140860899,"highway","traffic_signals"
1717097417000,140860903,"highway","traffic_signals"
1717097417000,140860903,"traffic_signals","traffic_lights"
1354960812000,140860941,"highway","turning_circle"
1729605567000,140860970,"highway","turning_circle"
1727196991000,140860979,"highway","turning_circle"
1727196991000,140860979,"source","Yahoo"
1602108857000,140861088,"highway","turning_circle"
1602108857000,140861088,"source","Yahoo"
1428453260000,140861181,"traffic_calming","hump"
1428453260000,140861191,"traffic_calming","hump"
1428453260000,140861197,"traffic_calming","hump"
1504845992000,140861210,"highway","turning_circle"
1504845992000,140861218,"highway","turning_circle"
1735444305000,140861241,"highway","traffic_signals"
1735444305000,140861241,"traffic_signals","traffic_lights"
1721668102000,140861391,"highway","turning_circle"
1679602575000,140861421,"highway","turning_circle"
1333840014000,140861638,"highway","traffic_signals"
1611967146000,140861652,"noexit","yes"
1349408391000,140861677,"highway","turning_circle"
1695819862000,140861686,"highway","turning_circle"
1630536173000,140861692,"highway","turning_circle"
1724329660000,140861922,"highway","turning_circle"
1615251421000,140861932,"highway","turning_circle"
1696006789000,140861941,"highway","turning_circle"
1605035419000,140861971,"highway","turning_circle"
1389494563000,140862169,"highway","turning_circle"
1504669578000,140862182,"highway","turning_circle"
1342818103000,140862227,"highway","turning_circle"
1724263100000,140862300,"highway","turning_circle"
1709056130000,140862382,"direction","both"
1709056130000,140862382,"highway","stop"
1709056130000,140862382,"stop","all"
1615438729000,140862406,"highway","turning_circle"
1608774214000,140862580,"highway","turning_circle"
1727988466000,140862587,"crossing","unmarked"
1727988466000,140862587,"crossing:markings","no"
1727988466000,140862587,"highway","crossing"
1727988466000,140862596,"highway","turning_circle"
1727988466000,140862596,"source","Yahoo"
1721331344000,140862634,"highway","turning_circle"
1295839466000,140862640,"highway","turning_circle"
1295839466000,140862644,"highway","turning_circle"
1352438600000,140862656,"highway","turning_circle"
1348283233000,140863265,"highway","traffic_signals"
1348283233000,140863265,"source","survey"
1660390217000,140863268,"direction","both"
1660390217000,140863268,"highway","stop"
1660390217000,140863268,"source","survey"
1717097417000,140863271,"highway","traffic_signals"
1717097417000,140863271,"source","Bing"
1717097417000,140863271,"traffic_signals","traffic_lights"
1602808210000,140863349,"highway","turning_circle"
1351113263000,140863402,"highway","traffic_signals"
1351113263000,140863402,"source","Bing"
1348283706000,140863405,"highway","traffic_signals"
1348283706000,140863405,"source","Bing"
1346021785000,140863408,"highway","traffic_signals"
1346021785000,140863408,"source","Bing"
1346021785000,140863412,"highway","traffic_signals"
1346021785000,140863412,"source","survey"
1346021785000,140863416,"highway","traffic_signals"
1346021785000,140863416,"source","Bing"
1348102539000,140863422,"highway","traffic_signals"
1348102539000,140863422,"source","Bing"
1717097417000,140863431,"highway","traffic_signals"
1717097417000,140863431,"source","Bilng"
1717097417000,140863431,"traffic_signals","traffic_lights"
1487266392000,140863456,"railway","level_crossing"
1431046331000,140863738,"highway","turning_circle"
1351876108000,140863798,"highway","traffic_signals"
1681842433000,140863870,"crossing","unmarked"
1681842433000,140863870,"crossing:markings","no"
1681842433000,140863870,"highway","crossing"
1677880364000,140863945,"direction","anticlockwise"
1677880364000,140863945,"highway","mini_roundabout"
1677880364000,140863954,"direction","anticlockwise"
1677880364000,140863954,"highway","mini_roundabout"
1344114644000,140864116,"highway","turning_circle"
1381094724000,140864130,"highway","turning_circle"
1731016576000,140864157,"highway","turning_circle"
1731016576000,140864157,"source","Yahoo"
1573605867000,140864237,"highway","turning_circle"
1335801657000,140864288,"highway","turning_circle"
1337368687000,140864378,"highway","turning_circle"
1644993187000,140864390,"highway","turning_circle"
1611741495000,140864408,"highway","turning_circle"
1615392150000,140864438,"highway","turning_circle"
1340486314000,140864465,"highway","turning_circle"
1427139000000,140864713,"railway","level_crossing"
1721827066000,140864730,"highway","turning_circle"
1504759512000,140864821,"highway","turning_circle"
1671950268000,140864931,"highway","turning_circle"
1354677309000,140864996,"highway","traffic_signals"
1732280498000,140865009,"crossing","uncontrolled"
1732280498000,140865009,"highway","crossing"
1477150437000,140865240,"highway","turning_circle"
1353097948000,140865244,"highway","turning_circle"
1255825903000,140865255,"highway","turning_circle"
1255825903000,140865255,"source","Yahoo"
1721402316000,140865264,"highway","turning_circle"
1343960856000,140865270,"highway","turning_circle"
1732232658000,140865300,"highway","turning_circle"
1732232658000,140865318,"highway","turning_circle"
1343006734000,140865334,"highway","turning_circle"
1419417326000,140865368,"highway","turning_circle"
1255203300000,140865396,"highway","turning_circle"
1255203300000,140865396,"source","Yahoo"
1722135790000,140865404,"crossing","unmarked"
1722135790000,140865404,"crossing:markings","no"
1722135790000,140865404,"highway","crossing"
1476062552000,140865424,"traffic_calming","hump"
1476062552000,140865439,"traffic_calming","hump"
1516841519000,140865472,"highway","turning_loop"
1419199099000,140865476,"highway","turning_circle"
1724179770000,140865481,"highway","turning_circle"
1358951231000,140865515,"highway","turning_circle"
1504759512000,140865521,"highway","turning_circle"
1342077434000,140865642,"highway","turning_circle"
1720019943000,140866002,"distance","7"
1720019943000,140866002,"highway","milestone"
1343889073000,140867331,"highway","turning_circle"
1410555276000,140867376,"highway","turning_circle"
1410555276000,140867376,"source","Yahoo"
1569387238000,140867383,"highway","turning_circle"
1431156958000,140867396,"highway","turning_circle"
1504845992000,140867439,"highway","turning_circle"
1724415710000,140867447,"highway","turning_circle"
1724415710000,140867460,"highway","turning_circle"
1353098972000,140867479,"highway","turning_circle"
1349109883000,140867484,"highway","turning_circle"
1729882124000,140867521,"highway","turning_circle"
1729882124000,140867524,"highway","turning_circle"
1341978321000,140867535,"highway","turning_circle"
1601386306000,140867794,"traffic_calming","hump"
1563739990000,140867835,"highway","traffic_signals"
1727457616000,140867855,"highway","turning_circle"
1513685610000,140867902,"highway","turning_circle"
1342664192000,140867925,"highway","turning_circle"
1666497494000,140868018,"highway","turning_circle"
1727114159000,140868054,"highway","turning_circle"
1353098972000,140868145,"highway","turning_circle"
1726846392000,140868238,"highway","turning_circle"
1476232600000,140868255,"highway","turning_circle"
1256792523000,140868349,"highway","turning_circle"
1256792523000,140868349,"source","Yahoo"
1725901764000,140868388,"highway","turning_circle"
1333918465000,140868512,"highway","turning_circle"
1528437505000,140868564,"highway","turning_circle"
1528436977000,140868570,"highway","turning_circle"
1352043991000,140868609,"highway","traffic_signals"
1352043991000,140868609,"source","survey"
1706565099000,140868714,"noexit","yes"
1408239238000,140868754,"highway","turning_circle"
1690482130000,140868866,"highway","turning_circle"
1617394785000,140868948,"direction","backward"
1617394785000,140868948,"highway","stop"
1617394785000,140868948,"source","survey"
1602078616000,140869001,"highway","turning_circle"
1630288817000,140869129,"highway","turning_circle"
1684435038000,140869158,"highway","turning_circle"
1730398656000,140869298,"highway","turning_circle"
1625592686000,140869330,"traffic_calming","hump"
1341970376000,140869349,"highway","turning_circle"
1682798999000,140869362,"highway","turning_circle"
1727378875000,140869617,"highway","turning_circle"
1479493851000,140869653,"highway","turning_circle"
1341952821000,140869710,"highway","turning_circle"
1721225348000,140869913,"highway","turning_circle"
1721225348000,140869939,"highway","turning_circle"
1354410323000,140869961,"highway","turning_circle"
1354410323000,140869961,"source","Yahoo"
1513752846000,140870031,"highway","turning_circle"
1419419071000,140870224,"highway","turning_circle"
1389348312000,140870252,"highway","turning_circle"
1477150438000,140870260,"highway","turning_circle"
1333776787000,140870311,"highway","turning_circle"
1333776787000,140870311,"source","Yahoo"
1357032340000,140870420,"highway","turning_circle"
1369975610000,140870490,"traffic_calming","hump"
1726677715000,140870533,"highway","turning_circle"
1357032341000,140870592,"highway","turning_circle"
1414027260000,140870603,"highway","turning_circle"
1650796626000,140870724,"highway","turning_circle"
1650796626000,140870724,"source","Yahoo"
1342210932000,140870740,"highway","turning_circle"
1255825903000,140870845,"highway","turning_circle"
1255825903000,140870845,"source","Yahoo"
1342676830000,140870849,"highway","turning_circle"
1733696093000,140871147,"highway","turning_circle"
1582606438000,140871149,"highway","turning_circle"
1342646622000,140871193,"highway","turning_circle"
1342646622000,140871197,"highway","turning_circle"
1363218782000,140871216,"highway","turning_circle"
1363218782000,140871296,"highway","turning_circle"
1363218782000,140871304,"highway","turning_circle"
1320844567000,140871503,"highway","turning_circle"
1479323821000,140871558,"highway","turning_circle"
1696967637000,140871600,"highway","turning_circle"
1730736454000,140871609,"highway","traffic_signals"
1730736454000,140871609,"source","Bing"
1730736454000,140871609,"traffic_signals","traffic_lights"
1453860806000,140871704,"highway","turning_circle"
1677260857000,140871777,"barrier","gate"
1677260857000,140871777,"bicycle","yes"
1677260857000,140871777,"foot","yes"
1677260857000,140871777,"height","1"
1677260857000,140871777,"horse","yes"
1677260857000,140871777,"material","metal"
1677260857000,140871777,"motor_vehicle","yes"
1677260857000,140871777,"source","survey;GNSS"
1677366729000,140871862,"barrier","gate"
1677366729000,140871862,"height","1"
1677366729000,140871862,"material","steel"
1677366729000,140871862,"source","survey;GNSS"
1364327602000,140872014,"highway","turning_circle"
1730391949000,140872053,"highway","turning_circle"
1722001820000,140872089,"highway","turning_circle"
1387259530000,140872156,"highway","turning_circle"
1724331597000,140872239,"highway","turning_circle"
1730390371000,140872389,"highway","traffic_signals"
1730390371000,140872392,"crossing","uncontrolled"
1730390371000,140872392,"crossing:markings","yes"
1730390371000,140872392,"highway","crossing"
1462658788000,140872725,"highway","turning_circle"
1462658788000,140872728,"highway","turning_circle"
1257020489000,140872946,"highway","turning_circle"
1257020489000,140872946,"source","Yahoo"
1343284787000,140873004,"highway","turning_circle"
1359919275000,140873136,"highway","turning_circle"
1419061614000,140873193,"highway","turning_circle"
1344474199000,140873245,"highway","turning_circle"
1504845992000,140873410,"highway","turning_circle"
1504845992000,140873414,"highway","turning_circle"
1342685103000,140873485,"highway","turning_circle"
1430355928000,140873490,"highway","turning_circle"
1730901385000,140873524,"highway","turning_circle"
1730901385000,140873524,"source","Yahoo"
1730901385000,140873539,"highway","turning_circle"
1730901385000,140873539,"source","Yahoo"
1419061614000,140873546,"highway","turning_circle"
1344474199000,140873682,"highway","turning_circle"
1341269990000,140873689,"highway","turning_circle"
1419061614000,140873753,"highway","turning_circle"
1682081731000,140873771,"highway","turning_circle"
1602108857000,140873816,"highway","turning_circle"
1602108857000,140873816,"source","Yahoo"
1394637207000,140873889,"highway","turning_circle"
1724179770000,140873919,"highway","turning_circle"
1708631346000,140873934,"crossing","unmarked"
1708631346000,140873934,"crossing:markings","no"
1708631346000,140873934,"highway","crossing"
1708631346000,140873937,"crossing","unmarked"
1708631346000,140873937,"crossing:markings","no"
1708631346000,140873937,"highway","crossing"
1729656422000,140873961,"source","survey"
1660314746000,140873979,"direction","both"
1660314746000,140873979,"highway","stop"
1665082590000,140873986,"check_date","2022-10-06"
1665082590000,140873986,"traffic_calming","hump"
1665082585000,140873989,"check_date","2022-10-06"
1665082585000,140873989,"traffic_calming","hump"
1412890770000,140874025,"traffic_calming","hump"
1727457616000,140874055,"highway","turning_circle"
1506398869000,140874240,"highway","turning_circle"
1506398869000,140874251,"highway","turning_circle"
1726846392000,140874306,"highway","turning_circle"
1726846392000,140874333,"highway","turning_circle"
1610161499000,140874457,"barrier","fence"
1354410328000,140874750,"highway","turning_circle"
1354410328000,140874750,"source","Yahoo"
1717097417000,140874840,"highway","traffic_signals"
1717097417000,140874840,"source","Bing"
1717097417000,140874840,"traffic_signals","traffic_lights"
1520436586000,140874861,"highway","traffic_signals"
1520436586000,140874861,"source","Bing"
1724438217000,140874959,"highway","turning_circle"
1724438217000,140874959,"source","Yahoo"
1644836371000,140875004,"barrier","yes"
1542091385000,140875087,"highway","turning_circle"
1722562767000,140875090,"aerialway","station"
1722562767000,140875090,"public_transport","station"
1722562767000,140875113,"aerialway","station"
1722562767000,140875113,"public_transport","station"
1477150438000,140875149,"highway","turning_circle"
1477150438000,140875149,"source","Yahoo"
1342676831000,140875178,"highway","turning_circle"
1255203298000,140875187,"highway","turning_circle"
1255203298000,140875187,"source","Yahoo"
1731004157000,140875194,"highway","turning_circle"
1731004157000,140875209,"highway","turning_circle"
1418668258000,140875216,"highway","turning_circle"
1403673623000,140875290,"highway","turning_circle"
1362321979000,140875327,"highway","turning_circle"
1730908864000,140875464,"highway","turning_loop"
1602638607000,140875574,"highway","turning_circle"
1602638607000,140875574,"source","Yahoo"
1408239236000,140875580,"highway","turning_circle"
1721053310000,140875586,"highway","turning_circle"
1256695353000,140875591,"highway","turning_circle"
1256695353000,140875613,"highway","turning_circle"
1620810498000,140875666,"highway","turning_circle"
1717097417000,140875714,"highway","traffic_signals"
1717097417000,140875714,"source","Bing"
1717097417000,140875714,"traffic_signals","traffic_lights"
1717097417000,140875731,"highway","traffic_signals"
1717097417000,140875731,"source","Bing"
1717097417000,140875731,"traffic_signals","traffic_lights"
1717097417000,140875757,"highway","traffic_signals"
1717097417000,140875757,"source","Bing"
1717097417000,140875757,"traffic_signals","traffic_lights"
1717097417000,140875763,"highway","traffic_signals"
1717097417000,140875763,"source","Bing"
1717097417000,140875763,"traffic_signals","traffic_lights"
1717097417000,140875766,"highway","traffic_signals"
1717097417000,140875766,"source","Bing"
1717097417000,140875766,"traffic_signals","traffic_lights"
1717097417000,140875771,"highway","traffic_signals"
1717097417000,140875771,"source","Bing"
1717097417000,140875771,"traffic_signals","traffic_lights"
1717097417000,140875787,"highway","traffic_signals"
1717097417000,140875787,"source","Bing"
1717097417000,140875787,"traffic_signals","traffic_lights"
1717097417000,140875806,"highway","traffic_signals"
1717097417000,140875806,"source","survey"
1717097417000,140875806,"traffic_signals","traffic_lights"
1717097417000,140875815,"highway","traffic_signals"
1717097417000,140875815,"source","Bing"
1717097417000,140875815,"traffic_signals","traffic_lights"
1717097417000,140875855,"highway","traffic_signals"
1717097417000,140875855,"source","Bing"
1717097417000,140875855,"traffic_signals","traffic_lights"
1722433903000,140875864,"highway","traffic_signals"
1722433903000,140875864,"source","Bing"
1722433903000,140875864,"traffic_signals","traffic_lights"
1722368555000,140875881,"highway","traffic_signals"
1722368555000,140875881,"source","Bing"
1722368555000,140875881,"traffic_signals","traffic_lights"
1717097417000,140875887,"highway","traffic_signals"
1717097417000,140875887,"source","Bing"
1717097417000,140875887,"traffic_signals","traffic_lights"
1717097417000,140875899,"highway","traffic_signals"
1717097417000,140875899,"source","Bing"
1717097417000,140875899,"traffic_signals","traffic_lights"
1722542240000,140875901,"highway","traffic_signals"
1722542240000,140875901,"source","Bing"
1722542240000,140875901,"traffic_signals","traffic_lights"
1615011314000,140875956,"highway","traffic_signals"
1615011314000,140875956,"source","survey"
1676692264000,140876043,"highway","turning_circle"
1682343019000,140876117,"highway","turning_circle"
1601386306000,140876826,"traffic_calming","hump"
1717097417000,140876856,"highway","traffic_signals"
1717097417000,140876856,"traffic_signals","traffic_lights"
1724339871000,140876990,"traffic_calming","hump"
1692377257000,140877134,"crossing","unmarked"
1692377257000,140877134,"crossing:markings","no"
1692377257000,140877134,"highway","crossing"
1692629505000,140877136,"crossing","unmarked"
1692629505000,140877136,"crossing:markings","no"
1692629505000,140877136,"highway","crossing"
1726846392000,140877378,"highway","turning_circle"
1501473248000,140877402,"highway","turning_circle"
1419227396000,140877475,"highway","turning_circle"
1726776863000,140877694,"highway","turning_circle"
1419065689000,140877815,"highway","turning_circle"
1725979333000,140877843,"highway","turning_circle"
1725993233000,140877855,"highway","turning_circle"
1446881069000,140878010,"highway","turning_circle"
1446881069000,140878010,"source","Yahoo"
1337100628000,140878056,"highway","turning_circle"
1428032712000,140878181,"highway","turning_circle"
1428884220000,140878382,"source","Bing"
1428884220000,140878382,"traffic_calming","hump"
1727987226000,140878548,"highway","turning_circle"
1727987226000,140878548,"source","Yahoo"
1473226126000,140878566,"traffic_calming","hump"
1473226126000,140878569,"traffic_calming","hump"
1430355712000,140878625,"highway","turning_circle"
1427251809000,140878860,"highway","turning_circle"
1337486265000,140878879,"highway","turning_circle"
1626347097000,140878883,"highway","turning_circle"
1389348313000,140878929,"highway","turning_circle"
1628744080000,140878982,"noexit","yes"
1723637513000,140879058,"highway","turning_circle"
1564765187000,140879304,"highway","stop"
1564765187000,140879304,"source","survey"
1504759511000,140879350,"highway","turning_circle"
1343972296000,140879389,"highway","turning_circle"
1717097417000,140879411,"highway","traffic_signals"
1717097417000,140879411,"source","Bing"
1717097417000,140879411,"traffic_signals","traffic_lights"
1717097417000,140879420,"highway","traffic_signals"
1717097417000,140879420,"source","Bing"
1717097417000,140879420,"traffic_signals","traffic_lights"
1346021785000,140879435,"highway","traffic_signals"
1346021785000,140879435,"source","survey"
1703479001000,140879500,"crossing","marked"
1703479001000,140879500,"crossing:markings","yes"
1703479001000,140879500,"highway","crossing"
1652696012000,140879503,"highway","traffic_signals"
1652696012000,140879503,"source","Bing"
1725393205000,140879537,"highway","turning_circle"
1544442138000,140879568,"highway","turning_circle"
1647057830000,140879661,"highway","turning_circle"
1479410155000,140879699,"highway","turning_circle"
1418827728000,140879702,"highway","turning_circle"
1721052377000,140879982,"highway","turning_circle"
1357032344000,140880067,"highway","traffic_signals"
1357032344000,140880067,"source","survey"
1574384580000,140880090,"highway","traffic_signals"
1717097417000,140880106,"highway","traffic_signals"
1717097417000,140880106,"traffic_signals","traffic_lights"
1717097417000,140880147,"highway","traffic_signals"
1717097417000,140880147,"traffic_signals","traffic_lights"
1717097417000,140880159,"highway","traffic_signals"
1717097417000,140880159,"traffic_signals","traffic_lights"
1717097417000,140880174,"highway","traffic_signals"
1717097417000,140880174,"traffic_signals","traffic_lights"
1717097417000,140880180,"highway","traffic_signals"
1717097417000,140880180,"traffic_signals","traffic_lights"
1717097417000,140880191,"highway","traffic_signals"
1717097417000,140880191,"traffic_signals","traffic_lights"
1357006429000,140880200,"highway","traffic_signals"
1615747683000,140880212,"highway","traffic_signals"
1717097417000,140880245,"highway","traffic_signals"
1717097417000,140880245,"traffic_signals","traffic_lights"
1340407568000,140880290,"highway","traffic_signals"
1340407568000,140880293,"highway","traffic_signals"
1343445455000,140880302,"highway","traffic_signals"
1528437505000,140880311,"highway","traffic_signals"
1340408637000,140880330,"highway","traffic_signals"
1419495067000,140881133,"highway","turning_circle"
1721331344000,140881189,"highway","turning_circle"
1263750949000,140881253,"highway","turning_circle"
1390455558000,140881292,"highway","turning_circle"
1418827879000,140881297,"highway","turning_circle"
1615251421000,140881317,"highway","turning_circle"
1615251421000,140881332,"highway","turning_circle"
1506659958000,140881356,"highway","turning_circle"
1516574026000,140881856,"highway","traffic_signals"
1363218781000,140884353,"highway","turning_circle"
1704744225000,140885476,"crossing","unmarked"
1704744225000,140885476,"crossing:markings","no"
1704744225000,140885476,"highway","crossing"
1621712297000,140885483,"traffic_calming","hump"
1621712297000,140885492,"traffic_calming","hump"
1621712297000,140885504,"highway","turning_circle"
1621712297000,140885504,"source","Yahoo"
1505872636000,140885516,"highway","turning_circle"
1343750107000,140885525,"highway","turning_circle"
1717097417000,140885533,"highway","traffic_signals"
1717097417000,140885533,"source","Bing"
1717097417000,140885533,"traffic_signals","traffic_lights"
1348283234000,140885535,"highway","traffic_signals"
1348283234000,140885535,"source","Bing"
1717097417000,140885538,"highway","traffic_signals"
1717097417000,140885538,"source","Bing"
1717097417000,140885538,"traffic_signals","traffic_lights"
1717097417000,140885547,"highway","traffic_signals"
1717097417000,140885547,"traffic_signals","traffic_lights"
1667799542000,140885554,"highway","traffic_signals"
1667799542000,140885554,"source","survey"
1667799542000,140885560,"highway","traffic_signals"
1667799542000,140885560,"source","Bing"
1667576085000,140885649,"highway","traffic_signals"
1365516341000,140885681,"highway","traffic_signals"
1717097417000,140885745,"highway","traffic_signals"
1717097417000,140885745,"traffic_signals","traffic_lights"
1717097417000,140885778,"highway","traffic_signals"
1717097417000,140885778,"traffic_signals","traffic_lights"
1729715851000,140885784,"crossing","uncontrolled"
1729715851000,140885784,"highway","crossing"
1575096330000,140885787,"highway","traffic_signals"
1717097417000,140885809,"highway","traffic_signals"
1717097417000,140885809,"traffic_signals","traffic_lights"
1717097417000,140885818,"highway","traffic_signals"
1717097417000,140885818,"traffic_signals","traffic_lights"
